Rules	 Support 	 Confidence 	 Lift
['UHT-milk'] -> ['rolls/buns']	0.006405693950177936	0.19148936170212766	1.0410712395469461
['UHT-milk'] -> ['root vegetables']	0.004880528723945094	0.1458966565349544	1.338520165131788
['UHT-milk'] -> ['salty snack']	0.0018301982714794102	0.054711246200607896	1.4464653397391898
['UHT-milk'] -> ['sausage']	0.0034570411794611084	0.1033434650455927	1.099981578704983
['UHT-milk'] -> ['shopping bags']	0.004677173360447382	0.1398176291793313	1.419098434446567
['UHT-milk'] -> ['sliced cheese']	0.0010167768174885613	0.0303951367781155	1.2403990465259997
['UHT-milk'] -> ['soda']	0.007625826131164209	0.22796352583586624	1.307301035915886
['UHT-milk'] -> ['specialty bar']	0.0013218098627351296	0.03951367781155015	1.444672941548683
['UHT-milk'] -> ['sugar']	0.0022369089984748346	0.0668693009118541	1.9749536770813367
['UHT-milk'] -> ['tropical fruit']	0.00498220640569395	0.14893617021276595	1.4193674748474352
['UHT-milk'] -> ['waffles']	0.002135231316725979	0.06382978723404255	1.660756501182033
['UHT-milk'] -> ['whipped/sour cream']	0.003050330452465684	0.0911854103343465	1.2720688094160253
['UHT-milk'] -> ['white bread']	0.0013218098627351296	0.03951367781155015	0.9386884571898448
['UHT-milk'] -> ['whole milk']	0.003965429588205389	0.11854103343465046	0.4639279999322671
['UHT-milk'] -> ['yogurt']	0.007422470767666497	0.22188449848024314	1.590549593697661
['abrasive cleaner'] -> ['other vegetables']	0.001626842907981698	0.45714285714285713	2.3625853914871255
['abrasive cleaner'] -> ['root vegetables']	0.0013218098627351296	0.37142857142857144	3.4076492537313436
['abrasive cleaner'] -> ['sausage']	0.0010167768174885613	0.28571428571428575	3.041125541125542
['abrasive cleaner'] -> ['whole milk']	0.001626842907981698	0.45714285714285713	1.7890966971746913
['abrasive cleaner'] -> ['yogurt']	0.0010167768174885613	0.28571428571428575	2.048104956268222
['artif. sweetener'] -> ['other vegetables']	0.0010167768174885613	0.3125	1.6150486074619022
['artif. sweetener'] -> ['whole milk']	0.0011184544992374173	0.34375	1.345316852367688
['artif. sweetener'] -> ['yogurt']	0.0011184544992374173	0.34375	2.464126275510204
['baking powder'] -> ['beef']	0.001525165226232842	0.08620689655172413	1.643110130981021
['baking powder'] -> ['berries']	0.0010167768174885613	0.05747126436781609	1.7285317585855389
['baking powder'] -> ['bottled water']	0.0028469750889679717	0.16091954022988506	1.455973944950248
['baking powder'] -> ['brown bread']	0.0010167768174885613	0.05747126436781609	0.8859402587107699
['baking powder'] -> ['butter']	0.0028469750889679717	0.16091954022988506	2.9039333544237054
['baking powder'] -> ['chocolate']	0.0019318759532282665	0.10919540229885058	2.2006901262483516
['baking powder'] -> ['citrus fruit']	0.0034570411794611084	0.1954022988505747	2.3609110678076193
['baking powder'] -> ['coffee']	0.0012201321809862736	0.06896551724137931	1.1878736638685912
['baking powder'] -> ['cream cheese ']	0.0017285205897305542	0.09770114942528735	2.4638225758915415
['baking powder'] -> ['curd']	0.0018301982714794102	0.10344827586206896	1.941629376151619
['baking powder'] -> ['domestic eggs']	0.00315200813421454	0.1781609195402299	2.8080330828175653
['baking powder'] -> ['flour']	0.0018301982714794102	0.10344827586206896	5.949788263762856
['baking powder'] -> ['frankfurter']	0.0014234875444839859	0.08045977011494253	1.3643479984145856
['baking powder'] -> ['frozen vegetables']	0.002440264361972547	0.13793103448275862	2.8679740468032366
['baking powder'] -> ['fruit/vegetable juice']	0.0022369089984748346	0.1264367816091954	1.7489532308388702
['baking powder'] -> ['grapes']	0.0011184544992374173	0.0632183908045977	2.826149425287356
['baking powder'] -> ['hamburger meat']	0.0013218098627351296	0.07471264367816091	2.2470912861612002
['baking powder'] -> ['hard cheese']	0.0013218098627351296	0.07471264367816091	3.048957886202127
['baking powder'] -> ['long life bakery product']	0.0019318759532282665	0.10919540229885058	2.9183064717641183
['baking powder'] -> ['margarine']	0.003050330452465684	0.17241379310344826	2.943905651340996
['baking powder'] -> ['napkins']	0.0018301982714794102	0.10344827586206896	1.9755607633076664
['baking powder'] -> ['newspapers']	0.0018301982714794102	0.10344827586206896	1.2960685262464309
['baking powder'] -> ['oil']	0.001626842907981698	0.09195402298850573	3.2766949858404124
['baking powder'] -> ['other vegetables']	0.007320793085917641	0.41379310344827586	2.138547121604726
['baking powder'] -> ['pastry']	0.001626842907981698	0.09195402298850573	1.0335632183908043
['baking powder'] -> ['pip fruit']	0.002541942043721403	0.14367816091954022	1.899293968607094
['baking powder'] -> ['pork']	0.0017285205897305542	0.09770114942528735	1.6946927770682558
['baking powder'] -> ['rolls/buns']	0.0035587188612099642	0.2011494252873563	1.0935901590387778
['baking powder'] -> ['root vegetables']	0.0035587188612099642	0.2011494252873563	1.8454333933779377
['baking powder'] -> ['salty snack']	0.0010167768174885613	0.05747126436781609	1.5194351748856754
['baking powder'] -> ['sausage']	0.002440264361972547	0.13793103448275862	1.4681295715778475
['baking powder'] -> ['shopping bags']	0.001525165226232842	0.08620689655172413	0.8749688623180669
['baking powder'] -> ['soda']	0.002338586680223691	0.132183908045977	0.7580342481820314
['baking powder'] -> ['sugar']	0.003253685815963396	0.18390804597701146	5.431638535086811
['baking powder'] -> ['tropical fruit']	0.0037620742247076767	0.21264367816091953	2.0265024948765924
['baking powder'] -> ['waffles']	0.0013218098627351296	0.07471264367816091	1.9439123031077052
['baking powder'] -> ['whipped/sour cream']	0.004575495678698526	0.25862068965517243	3.607850330154072
['baking powder'] -> ['white bread']	0.001525165226232842	0.08620689655172413	2.0479343661502583
['baking powder'] -> ['whole milk']	0.009252669039145907	0.5229885057471264	2.0467934556398677
['baking powder'] -> ['yogurt']	0.004575495678698526	0.25862068965517243	1.8538881069669246
['bathroom cleaner'] -> ['other vegetables']	0.0010167768174885613	0.37037037037037035	1.9141316829178099
['bathroom cleaner'] -> ['soda']	0.0010167768174885613	0.37037037037037035	2.123960695389267
['beef'] -> ['berries']	0.004473817996949669	0.08527131782945736	2.5646587487850554
['beef'] -> ['bottled beer']	0.004067107269954245	0.07751937984496124	0.9626301777464568
['beef'] -> ['bottled water']	0.0062023385866802234	0.1182170542635659	1.0696087660369555
['beef'] -> ['brown bread']	0.004473817996949669	0.08527131782945736	1.3144881047848167
['beef'] -> ['butter']	0.005795627859684799	0.11046511627906977	1.9934393001920205
['beef'] -> ['butter milk']	0.0018301982714794102	0.03488372093023256	1.247568710359408
['beef'] -> ['candles']	0.0010167768174885613	0.01937984496124031	2.165917899929528
['beef'] -> ['candy']	0.0012201321809862736	0.023255813953488372	0.7779623477297896
['beef'] -> ['canned beer']	0.002135231316725979	0.040697674418604654	0.5239026543285036
['beef'] -> ['canned fish']	0.0014234875444839859	0.027131782945736437	1.8029803058872829
['beef'] -> ['canned vegetables']	0.0010167768174885613	0.01937984496124031	1.7981205206962119
['beef'] -> ['cat food']	0.0034570411794611084	0.06589147286821706	2.829880505060763
['beef'] -> ['chicken']	0.004778851042196238	0.09108527131782945	2.1228048422058117
['beef'] -> ['chocolate']	0.003355363497712252	0.06395348837209303	1.2888986847121617
['beef'] -> ['citrus fruit']	0.008439247585155059	0.16085271317829458	1.9434722777746036
['beef'] -> ['cling film/bags']	0.0010167768174885613	0.01937984496124031	1.7017926356589146
['beef'] -> ['coffee']	0.0037620742247076767	0.07170542635658915	1.2350663191191844
['beef'] -> ['cream cheese ']	0.0037620742247076767	0.07170542635658915	1.8082637646591135
['beef'] -> ['curd']	0.004677173360447382	0.08914728682170543	1.6732129120066277
['beef'] -> ['dessert']	0.0026436197254702592	0.050387596899224806	1.3577041520654136
['beef'] -> ['detergent']	0.0019318759532282665	0.03682170542635659	1.9160924490381857
['beef'] -> ['dish cleaner']	0.0011184544992374173	0.02131782945736434	2.0355422593512458
['beef'] -> ['dishes']	0.001525165226232842	0.029069767441860465	1.6526078774028767
['beef'] -> ['dog food']	0.0012201321809862736	0.023255813953488372	2.7228682170542635
['beef'] -> ['domestic eggs']	0.005998983223182512	0.11434108527131784	1.802154765454184
['beef'] -> ['flour']	0.0028469750889679717	0.054263565891472874	3.1209483657464077
['beef'] -> ['frankfurter']	0.004778851042196238	0.09108527131782945	1.5445235231221597
['beef'] -> ['frozen meals']	0.0020335536349771225	0.03875968992248062	1.3663138006723903
['beef'] -> ['frozen potato products']	0.0011184544992374173	0.02131782945736434	2.5260343700382926
['beef'] -> ['frozen vegetables']	0.004575495678698526	0.0872093023255814	1.8133266138944886
['beef'] -> ['fruit/vegetable juice']	0.005083884087442806	0.09689922480620154	1.3403711335710158
['beef'] -> ['grapes']	0.002541942043721403	0.04844961240310077	2.1659178999295277
['beef'] -> ['ham']	0.002135231316725979	0.040697674418604654	1.5635219840116281
['beef'] -> ['hamburger meat']	0.0037620742247076767	0.07170542635658915	2.1566448569328878
['beef'] -> ['hard cheese']	0.0012201321809862736	0.023255813953488372	0.9490495030396603
['beef'] -> ['herbs']	0.0028469750889679717	0.054263565891472874	3.3355135658914734
['beef'] -> ['hygiene articles']	0.003253685815963396	0.06201550387596899	1.8824767920375154
['beef'] -> ['ice cream']	0.0014234875444839859	0.027131782945736437	1.0847198588264955
['beef'] -> ['jam']	0.0012201321809862736	0.023255813953488372	4.315489249670908
['beef'] -> ['long life bakery product']	0.0020335536349771225	0.03875968992248062	1.0358737782271654
['beef'] -> ['margarine']	0.0062023385866802234	0.1182170542635659	2.0185151539621016
['beef'] -> ['mayonnaise']	0.0012201321809862736	0.023255813953488372	2.541343669250646
['beef'] -> ['meat']	0.0018301982714794102	0.03488372093023256	1.350714154916682
['beef'] -> ['misc. beverages']	0.0011184544992374173	0.02131782945736434	0.7514725903698146
['beef'] -> ['mustard']	0.0012201321809862736	0.023255813953488372	1.9383129680725264
['beef'] -> ['napkins']	0.004067107269954245	0.07751937984496124	1.4803943704372695
['beef'] -> ['newspapers']	0.006405693950177936	0.12209302325581395	1.5296622722559619
['beef'] -> ['oil']	0.00315200813421454	0.060077519379844964	2.1408058083361423
['beef'] -> ['onions']	0.00315200813421454	0.060077519379844964	1.9372537806582795
['beef'] -> ['other vegetables']	0.019725470259278087	0.37596899224806196	1.943066231613079
['beef'] -> ['packaged fruit/vegetables']	0.001525165226232842	0.029069767441860465	2.2336028343023258
['beef'] -> ['pasta']	0.0017285205897305542	0.03294573643410853	2.1893332285774147
['beef'] -> ['pastry']	0.00630401626842908	0.12015503875968993	1.3505426356589147
['beef'] -> ['pickled vegetables']	0.002338586680223691	0.044573643410852716	2.490805584918957
['beef'] -> ['pip fruit']	0.004880528723945094	0.09302325581395349	1.2296824206051513
['beef'] -> ['pork']	0.007625826131164209	0.14534883720930233	2.521174275050244
['beef'] -> ['pot plants']	0.0017285205897305542	0.03294573643410853	1.9060077519379848
['beef'] -> ['red/blush wine']	0.0011184544992374173	0.02131782945736434	1.1093166810221073
['beef'] -> ['rice']	0.0012201321809862736	0.023255813953488372	3.049612403100775
['beef'] -> ['roll products ']	0.0013218098627351296	0.025193798449612403	2.4532773044746334
['beef'] -> ['rolls/buns']	0.01362480935434672	0.2596899224806201	1.4118575940281364
['beef'] -> ['root vegetables']	0.017386883579054397	0.3313953488372093	3.0403668431100312
['beef'] -> ['salty snack']	0.0026436197254702592	0.050387596899224806	1.3321559556555804
['beef'] -> ['sausage']	0.005592272496187087	0.1065891472868217	1.1345284237726099
['beef'] -> ['semi-finished bread']	0.001525165226232842	0.029069767441860465	1.643110130981021
['beef'] -> ['shopping bags']	0.004880528723945094	0.09302325581395349	0.9441524467804258
['beef'] -> ['sliced cheese']	0.002135231316725979	0.040697674418604654	1.6608366303194055
['beef'] -> ['soda']	0.00813421453990849	0.15503875968992248	0.8890998259769024
['beef'] -> ['soft cheese']	0.002440264361972547	0.046511627906976744	2.7228682170542635
['beef'] -> ['specialty chocolate']	0.002338586680223691	0.044573643410852716	1.4661598091830652
['beef'] -> ['spread cheese']	0.0010167768174885613	0.01937984496124031	1.7327343199436223
['beef'] -> ['sugar']	0.0029486527707168276	0.056201550387596895	1.6598866308168634
['beef'] -> ['sweet spreads']	0.0010167768174885613	0.01937984496124031	2.141581743750544
['beef'] -> ['tropical fruit']	0.007625826131164209	0.14534883720930233	1.385180052280512
['beef'] -> ['turkey']	0.0011184544992374173	0.02131782945736434	2.6207606589147288
['beef'] -> ['waffles']	0.003050330452465684	0.05813953488372093	1.5127045650301465
['beef'] -> ['whipped/sour cream']	0.006710726995424504	0.12790697674418605	1.7843476826653473
['beef'] -> ['white bread']	0.003050330452465684	0.05813953488372093	1.3811650376362208
['beef'] -> ['white wine']	0.0011184544992374173	0.02131782945736434	1.1211810305517556
['beef'] -> ['whole milk']	0.02125063548551093	0.4050387596899225	1.5851795469758803
['beef'] -> ['yogurt']	0.011692933401118455	0.22286821705426357	1.5976012498022465
['berries'] -> ['beverages']	0.0012201321809862736	0.03669724770642202	1.4098337155963303
['berries'] -> ['bottled beer']	0.001626842907981698	0.048929663608562685	0.6076051030179469
['berries'] -> ['bottled water']	0.004067107269954245	0.12232415902140673	1.1067691848900967
['berries'] -> ['brown bread']	0.00315200813421454	0.09480122324159021	1.4613950322586828
['berries'] -> ['butter']	0.0037620742247076767	0.11314984709480122	2.0418876076648993
['berries'] -> ['butter milk']	0.0020335536349771225	0.06116207951070336	2.1873783708646095
['berries'] -> ['cake bar']	0.001525165226232842	0.045871559633027525	3.470359915314044
['berries'] -> ['cat food']	0.0014234875444839859	0.04281345565749236	1.83873509341239
['berries'] -> ['chicken']	0.00315200813421454	0.09480122324159021	2.2094076554053075
['berries'] -> ['chocolate']	0.002440264361972547	0.07339449541284404	1.4791697999699205
['berries'] -> ['citrus fruit']	0.005388917132689374	0.1620795107033639	1.9582948252673023
['berries'] -> ['cling film/bags']	0.0010167768174885613	0.03058103975535168	2.6853975535168195
['berries'] -> ['coffee']	0.002541942043721403	0.0764525993883792	1.3168324255423982
['berries'] -> ['cream cheese ']	0.0020335536349771225	0.06116207951070336	1.5423821845840195
['berries'] -> ['curd']	0.0029486527707168276	0.08868501529051988	1.6645364988211127
['berries'] -> ['dessert']	0.0022369089984748346	0.0672782874617737	1.8128272799631349
['berries'] -> ['detergent']	0.001525165226232842	0.045871559633027525	2.3870200475705063
['berries'] -> ['domestic eggs']	0.003863751906456533	0.1162079510703364	1.831578844193523
['berries'] -> ['frankfurter']	0.0022369089984748346	0.0672782874617737	1.1408309606664557
['berries'] -> ['frozen meals']	0.0012201321809862736	0.03669724770642202	1.2936108644898228
['berries'] -> ['frozen vegetables']	0.002541942043721403	0.0764525993883792	1.5896645137097452
['berries'] -> ['fruit/vegetable juice']	0.0036603965429588205	0.11009174311926605	1.5228583594627028
['berries'] -> ['grapes']	0.0026436197254702592	0.07951070336391437	3.5544898526549904
['berries'] -> ['ham']	0.001525165226232842	0.045871559633027525	1.762292144495413
['berries'] -> ['hamburger meat']	0.001626842907981698	0.048929663608562685	1.4716307082269542
['berries'] -> ['hard cheese']	0.001525165226232842	0.045871559633027525	1.8719783775552934
['berries'] -> ['hygiene articles']	0.002135231316725979	0.06422018348623854	1.9493997055159134
['berries'] -> ['long life bakery product']	0.002135231316725979	0.06422018348623854	1.7163193059433588
['berries'] -> ['margarine']	0.0026436197254702592	0.07951070336391437	1.3576176520557255
['berries'] -> ['meat']	0.0017285205897305542	0.05198776758409786	2.0129909220063085
['berries'] -> ['misc. beverages']	0.0010167768174885613	0.03058103975535168	1.0780090537415188
['berries'] -> ['mustard']	0.0010167768174885613	0.03058103975535168	2.548851915202405
['berries'] -> ['napkins']	0.0028469750889679717	0.08562691131498472	1.6352246073453878
['berries'] -> ['newspapers']	0.0027452974072191155	0.08256880733944955	1.0344767136095365
['berries'] -> ['oil']	0.0018301982714794102	0.055045871559633024	1.961507778220981
['berries'] -> ['onions']	0.001525165226232842	0.045871559633027525	1.4791697999699205
['berries'] -> ['other vegetables']	0.010269445856634469	0.308868501529052	1.5962804585066874
['berries'] -> ['packaged fruit/vegetables']	0.0014234875444839859	0.04281345565749236	3.2896120030581044
['berries'] -> ['pastry']	0.004270462633451958	0.12844036697247707	1.4436697247706423
['berries'] -> ['pip fruit']	0.0037620742247076767	0.11314984709480122	1.4957375620663576
['berries'] -> ['pork']	0.003253685815963396	0.09785932721712537	1.6974364782723599
['berries'] -> ['pot plants']	0.0012201321809862736	0.03669724770642202	2.1230437128980033
['berries'] -> ['rolls/buns']	0.0066090493136756485	0.19877675840978593	1.0806906683030648
['berries'] -> ['root vegetables']	0.0066090493136756485	0.19877675840978593	1.8236655027614224
['berries'] -> ['salty snack']	0.002135231316725979	0.06422018348623854	1.6978642596428923
['berries'] -> ['sausage']	0.00498220640569395	0.14984709480122324	1.5949633954221112
['berries'] -> ['semi-finished bread']	0.0011184544992374173	0.03363914373088685	1.9013849344440927
['berries'] -> ['shopping bags']	0.00498220640569395	0.14984709480122324	1.5208938878947684
['berries'] -> ['sliced cheese']	0.001525165226232842	0.045871559633027525	1.8719783775552934
['berries'] -> ['soda']	0.007320793085917641	0.2201834862385321	1.2626848904699495
['berries'] -> ['soft cheese']	0.0014234875444839859	0.04281345565749236	2.5063710499490317
['berries'] -> ['specialty bar']	0.0018301982714794102	0.055045871559633024	2.0125507315575866
['berries'] -> ['specialty chocolate']	0.0012201321809862736	0.03669724770642202	1.2070817096744502
['berries'] -> ['sugar']	0.0022369089984748346	0.0672782874617737	1.987032904464097
['berries'] -> ['tropical fruit']	0.006710726995424504	0.20183486238532108	1.9234940615887914
['berries'] -> ['waffles']	0.0019318759532282665	0.0581039755351682	1.5117793634613208
['berries'] -> ['whipped/sour cream']	0.009049313675648195	0.27217125382262997	3.796885505454703
['berries'] -> ['white bread']	0.0020335536349771225	0.06116207951070336	1.4529687246081342
['berries'] -> ['whole milk']	0.01179461108286731	0.3547400611620795	1.3883280945201162
['berries'] -> ['yogurt']	0.010574478901881037	0.3180428134556575	2.279847718904075
['beverages'] -> ['bottled beer']	0.0014234875444839859	0.05468750000000001	0.6791055082070707
['beverages'] -> ['bottled water']	0.003050330452465684	0.1171875	1.0602935257589696
['beverages'] -> ['brown bread']	0.0019318759532282665	0.07421875000000001	1.1441087872257054
['beverages'] -> ['butter']	0.0013218098627351296	0.05078125	0.9163919151376146
['beverages'] -> ['butter milk']	0.0014234875444839859	0.05468750000000001	1.9558238636363638
['beverages'] -> ['chicken']	0.0014234875444839859	0.05468750000000001	1.274529768957346
['beverages'] -> ['chocolate']	0.0018301982714794102	0.0703125	1.417056224385246
['beverages'] -> ['citrus fruit']	0.002135231316725979	0.08203125000000001	0.9911269579238332
['beverages'] -> ['cream cheese ']	0.001626842907981698	0.0625	1.576121794871795
['beverages'] -> ['curd']	0.001525165226232842	0.05859375	1.099751013835878
['beverages'] -> ['dessert']	0.0012201321809862736	0.04687500000000001	1.2630565068493151
['beverages'] -> ['domestic eggs']	0.001626842907981698	0.0625	0.9850761217948717
['beverages'] -> ['frankfurter']	0.0014234875444839859	0.05468750000000001	0.9273302801724139
['beverages'] -> ['frozen meals']	0.0011184544992374173	0.04296875	1.5146869399641576
['beverages'] -> ['frozen vegetables']	0.001626842907981698	0.0625	1.2995507399577166
['beverages'] -> ['fruit/vegetable juice']	0.0028469750889679717	0.10937500000000001	1.5129439170182843
['beverages'] -> ['hard cheese']	0.0014234875444839859	0.05468750000000001	2.2317492219917017
['beverages'] -> ['long life bakery product']	0.001525165226232842	0.05859375	1.565949813179348
['beverages'] -> ['margarine']	0.0010167768174885613	0.0390625	0.6669786241319444
['beverages'] -> ['napkins']	0.0012201321809862736	0.04687500000000001	0.8951759708737865
['beverages'] -> ['newspapers']	0.002440264361972547	0.09375000000000001	1.174562101910828
['beverages'] -> ['other vegetables']	0.005185561769191663	0.19921875000000003	1.0295934872569628
['beverages'] -> ['pastry']	0.003253685815963396	0.125	1.405
['beverages'] -> ['pip fruit']	0.0028469750889679717	0.10937500000000001	1.4458375336021507
['beverages'] -> ['pork']	0.001626842907981698	0.0625	1.084104938271605
['beverages'] -> ['rolls/buns']	0.005388917132689374	0.20703125	1.1255679069928137
['beverages'] -> ['root vegetables']	0.00315200813421454	0.12109375000000001	1.1109673798973883
['beverages'] -> ['sausage']	0.0027452974072191155	0.10546875000000001	1.1226029829545456
['beverages'] -> ['shopping bags']	0.003050330452465684	0.1171875	1.1894107972136223
['beverages'] -> ['sliced cheese']	0.0012201321809862736	0.04687500000000001	1.9129279045643155
['beverages'] -> ['soda']	0.004778851042196238	0.18359375	1.0528539540816326
['beverages'] -> ['specialty bar']	0.0012201321809862736	0.04687500000000001	1.7138127323420078
['beverages'] -> ['specialty chocolate']	0.0010167768174885613	0.0390625	1.284881897993311
['beverages'] -> ['tropical fruit']	0.004270462633451958	0.16406250000000003	1.5635219840116281
['beverages'] -> ['waffles']	0.001626842907981698	0.0625	1.6261574074074074
['beverages'] -> ['whipped/sour cream']	0.002338586680223691	0.08984375	1.2533521719858156
['beverages'] -> ['white bread']	0.0014234875444839859	0.05468750000000001	1.2991583635265702
['beverages'] -> ['whole milk']	0.00681240467717336	0.26171875	1.0242753307799441
['beverages'] -> ['yogurt']	0.005490594814438231	0.21093750000000003	1.512077487244898
['bottled beer'] -> ['bottled water']	0.0157600406710727	0.19570707070707072	1.7707258881361918
['bottled beer'] -> ['brown bread']	0.005185561769191663	0.06439393939393939	0.9926557898736581
['bottled beer'] -> ['butter']	0.005795627859684799	0.07196969696969696	1.2987559077008617
['bottled beer'] -> ['candy']	0.0014234875444839859	0.017676767676767676	0.5913299663299664
['bottled beer'] -> ['canned beer']	0.0026436197254702592	0.032828282828282825	0.42259968797926906
['bottled beer'] -> ['canned fish']	0.0018301982714794102	0.022727272727272724	1.5102886977886976
['bottled beer'] -> ['cat food']	0.0017285205897305542	0.021464646464646464	0.9218550130122182
['bottled beer'] -> ['chewing gum']	0.0011184544992374173	0.013888888888888888	0.6598899624261944
['bottled beer'] -> ['chicken']	0.002440264361972547	0.030303030303030304	0.7062329455694384
['bottled beer'] -> ['chocolate']	0.004067107269954245	0.050505050505050504	1.0178630567974831
['bottled beer'] -> ['citrus fruit']	0.006100660904931368	0.07575757575757576	0.9153264835083018
['bottled beer'] -> ['coffee']	0.00498220640569395	0.061868686868686865	1.065636664366962
